Prevalencia,Precipitacion_S1,Temperatura_M1,total.evaporation_S1,Punto.rocio_M1,Humedad.relativa_M1,DirViento_M1,Viento_M1,Precipitacion_S2,Temperatura_M2,total.evaporation_S2,Punto.rocio_M2,Humedad.relativa_M2,DirViento_M2,Viento_M2,Precipitacion_S3,Temperatura_M3,total.evaporation_S3,Punto.rocio_M3,Humedad.relativa_M3,DirViento_M3,Viento_M3,Precipitacion_S4,Temperatura_M4,total.evaporation_S4,Punto.rocio_M4,Humedad.relativa_M4,DirViento_M4,Viento_M4,Precipitacion_S5,Temperatura_M5,total.evaporation_S5,Punto.rocio_M5,Humedad.relativa_M5,DirViento_M5,Viento_M5,Precipitacion_S6,Temperatura_M6,total.evaporation_S6,Punto.rocio_M6,Humedad.relativa_M6,DirViento_M6,Viento_M6,Precipitacion_S7,Temperatura_M7,total.evaporation_S7,Punto.rocio_M7,Humedad.relativa_M7,DirViento_M7,Viento_M7,Precipitacion_S8,Temperatura_M8,total.evaporation_S8,Punto.rocio_M8,Humedad.relativa_M8,DirViento_M8,Viento_M8,Precipitacion_S9,Temperatura_M9,total.evaporation_S9,Punto.rocio_M9,Humedad.relativa_M9,DirViento_M9,Viento_M9
0,3.5302174,22.8503876,-22.3319866,9.9783434,44.5851581,67.6528656,8.1002502,32.2754981,26.8207452,-21.2497599,15.4056863,51.4705102,48.3974792,9.613613,17.7879065,22.6844648,-30.4919947,12.9219396,55.086138,88.7415558,9.5211797,12.6235381,25.8101084,-26.8336227,15.9965384,55.9054204,86.7886542,7.3857915,49.7437116,24.8865703,-36.5077946,16.6781897,61.1545778,99.8319356,6.1017793,33.9865049,22.4073264,-37.9081955,13.8275531,59.6007396,109.9384306,7.1777647,10.578199,25.415682,-29.1200541,15.0144292,52.9555806,111.2771363,5.9117868,21.7173897,24.7732981,-25.0727972,14.7078496,54.9443417,79.3785728,7.8752101,72.3669975,23.4056451,-33.3613064,16.0879553,63.9805852,96.7206598,6.8092236
0,15.4777737,25.8732761,-25.4266141,13.7314567,47.6190157,31.315878,10.2912043,14.2493814,22.8556716,-24.5593386,13.3540974,56.1988434,100.7958217,9.4697728,6.5149497,26.6015687,-15.9586519,15.3818761,50.8734815,99.1053772,6.819025,36.9555683,26.3513952,-26.5696365,16.7754377,56.8216609,98.1832294,5.6341722,18.8133289,23.2829039,-28.9891567,13.1481929,54.4918544,98.6161254,8.0588005,12.2042435,25.6474405,-19.6133666,14.5137638,50.8004063,95.309324,5.1577578,15.8702035,25.4652313,-19.7569681,12.9919517,46.4861907,105.484998,7.2048131,84.3064221,24.1723829,-32.2401412,17.6015452,67.1144651,110.2195293,6.583179,33.2719719,23.6707789,-43.6672354,15.8925521,61.9276944,70.2264151,6.7439652
1,8.365211,25.656292,-33.9406431,14.4824495,50.2983993,37.1700089,10.6549767,10.142532,23.7386713,-25.7650791,13.3288858,52.9788033,97.4736949,10.3958893,4.5338701,27.2590312,-16.1613841,15.4819167,49.0801339,104.9470303,7.6421616,19.2713023,27.2493607,-21.9321409,16.8614566,53.9759412,107.5628891,6.0519569,16.9513841,24.5055276,-23.9291377,13.21748,50.6251072,83.598688,8.7515198,21.1089688,25.7826944,-22.7733487,14.8797387,51.7557656,138.0636861,5.2561337,17.6945974,25.6354218,-25.1250183,13.4242678,47.1202928,71.1167562,7.653436,74.7202369,24.9557244,-31.8122227,18.0694326,65.8575226,106.5794053,7.5405863,45.0713968,24.1947047,-44.1740286,16.3893376,61.9852672,77.7755994,6.3691479
0,5.6140394,27.7298353,-28.3856485,13.5173047,41.9511772,70.0836222,12.5881435,21.2691247,25.3847895,-26.7357156,13.2444539,48.9004085,123.0538431,11.7043481,9.5618945,29.386668,-18.3782699,15.5064936,44.5436201,117.3282436,10.5186104,29.8100144,29.9700068,-26.3513932,16.7544172,47.4101915,106.2556859,9.1868533,6.7447742,27.7033548,-17.5800025,11.9025386,38.6396972,99.2137649,11.1799995,77.2761392,26.709143,-38.3408694,18.407408,61.8983162,111.412164,7.8026141,5.1906456,26.3262095,-33.8056376,15.6507163,52.1820448,98.0406724,8.9266174,25.0015589,28.9452996,-22.2222833,18.7811839,55.0861687,101.2081616,9.3117812,37.9429942,25.8526637,-37.5040676,18.8070948,66.3571928,96.6586895,8.1193126
1,12.6290077,25.6868853,-22.1790494,12.8744643,46.4001115,117.3461237,11.1527426,4.3277016,30.4714538,-15.8453882,14.5311143,38.5069604,110.1615611,9.5142075,19.0363315,29.3149678,-25.7387552,15.9233543,46.361666,120.2989134,9.8424035,10.7834716,26.1287868,-13.0420849,13.7775389,48.0973883,109.7388666,10.4268933,43.7799143,26.0446362,-33.7734446,17.7846446,61.2534849,108.4926419,8.8872441,19.7237897,27.9341411,-25.3272383,18.2201598,55.9035633,121.0498395,7.2728326,83.5225191,27.5731176,-28.2150516,20.1375184,65.3882295,85.8234554,9.6191917,8.4276872,26.8183127,-43.8658288,19.7986762,65.7831705,80.7040095,8.0265805,16.2994672,27.2455743,-21.2233281,17.2092918,54.5645107,111.319563,9.3012949
0,9.8550662,29.3813324,-17.7838784,15.3028941,44.0956674,127.1121514,9.0026017,29.9230364,29.9724834,-28.3313412,17.4396317,48.6711106,113.5834874,8.6113749,11.5705093,27.1337668,-16.7995961,12.2348366,41.2254798,100.8300531,11.1253196,45.9115791,26.9344809,-29.6290256,19.2040939,63.2738578,96.125231,6.3104169,22.6528995,27.08815,-26.0681994,16.7301478,53.5649164,109.7381609,7.7372312,68.7449723,27.9811171,-30.7800975,19.6217362,61.784109,96.5877614,8.6652156,18.1863824,26.2603924,-41.5627677,19.6596584,67.5555895,91.965918,7.3055005,3.3003051,27.8916951,-23.4716274,17.6706282,54.2166312,112.5132878,9.5082174,18.5590657,28.5873123,-23.2244246,18.3671864,54.2887018,116.1837668,9.9096822
0,30.3752318,28.1230398,-38.7501605,16.8729788,52.2318537,128.3274087,8.5840344,20.5722448,29.9994284,-32.6877544,17.6099605,48.9526956,114.9190926,8.6624,7.9881956,26.4863059,-20.1706281,13.1500873,44.8752609,106.7210095,10.4431392,107.5878876,25.8841309,-35.9305236,20.483106,72.6963303,103.6703169,5.4647208,33.2528405,25.8862457,-45.1280475,18.398792,63.8039531,121.8745567,7.2947042,72.1555649,26.8813368,-42.6304936,20.8086503,70.2999146,106.4238467,7.9529352,40.6981776,25.7175702,-45.7134908,20.6851467,74.1569218,102.6550667,6.415922,6.3717027,27.014978,-37.013324,19.0151106,61.9436738,99.8436214,9.4259327,26.2052389,28.0643468,-36.0381808,19.1741688,58.7523024,123.5489751,9.0439701
1,7.0010766,29.4694916,-13.7938913,14.9136526,42.751666,126.2677509,9.150791,27.878314,29.8143698,-26.4748884,17.247729,48.5450437,113.3769343,8.541607,15.4435446,27.1799826,-14.7460671,11.8349017,40.203845,97.6640856,11.3860124,46.3013637,26.8979737,-35.6120281,19.0061773,62.6411762,108.9993209,6.5981863,11.5408503,27.0962799,-24.7086035,16.1118291,51.45775,109.8227869,8.0594927,47.9612797,28.447027,-21.3490045,18.9155106,57.9124972,95.0636637,9.2323748,13.6136631,26.5784751,-37.4160707,18.9701321,63.7804503,89.2223123,7.3634737,2.1499206,28.139506,-12.8189512,16.8494123,50.8016651,114.1761751,10.1386727,14.488292,28.825683,-16.7421317,17.8191802,51.8080439,114.0520532,10.3137868
0,27.6665881,28.2730967,-36.402748,16.5264944,50.7413894,126.9695329,8.8673519,20.7292733,30.0004944,-31.7398589,17.4609045,48.5079517,114.0699325,8.8537798,8.0972274,26.5057069,-19.850105,12.9822243,44.4306902,104.9164466,10.840875,91.1612647,25.9906413,-35.6304096,20.2868657,71.4024468,99.5413852,5.6584692,36.1955516,25.951179,-42.9361593,18.1773483,62.7018489,118.9982806,7.5117198,79.6716808,26.8908909,-42.8338181,20.6670406,69.7023795,105.2001108,8.1294826,41.8417225,25.6946698,-46.7611318,20.5508938,73.6860097,99.6717399,6.6121288,5.7052035,26.9946329,-36.3746034,18.854816,61.3887027,97.7815675,9.5353459,22.5114348,28.0291824,-34.8866638,19.03037,58.3442706,121.755328,9.3079207
0,2.0798042,27.6963308,-13.9743974,15.8263805,48.7743379,111.7526873,6.7123535,19.2651746,26.9207825,-21.749611,17.2791255,56.2411746,107.7339242,7.1486282,11.0762824,24.9208843,-16.7016471,13.1262592,48.8419672,85.3328174,8.9793107,32.2874325,26.1695395,-23.0473764,15.2486415,51.6739661,131.9597439,7.248937,14.6685295,25.580305,-22.3524654,14.7950485,51.9510613,89.6141288,7.2455269,58.5567801,24.8842258,-30.4050203,17.5414628,63.972497,105.30383,7.4452259,55.2816907,25.0960858,-42.0361506,17.8735826,64.4666252,76.1852446,5.5480256,67.7808333,23.2618692,-37.7176479,17.2764062,69.5518115,112.2751364,7.6267611,81.4083489,24.2914382,-39.0727269,19.0624745,72.8126293,95.3210652,6.8480073
1,5.2154407,26.2947357,-21.9867313,15.8181936,53.2983276,104.6673732,6.0864025,37.9153636,25.3541159,-29.6886088,16.6595129,59.487876,113.5056939,6.0095896,20.6742545,22.8068951,-29.0817376,13.4433571,57.004188,113.8129959,7.0437301,11.9228053,25.6711182,-23.2236795,14.3402023,49.9315212,121.3038869,6.1344047,29.5243167,25.0999339,-22.1919538,14.1696335,52.1448105,83.4149204,7.3410466,55.9810846,23.5883111,-30.5758286,16.1190751,63.2968955,104.7539468,6.4282854,39.4624541,24.4006187,-36.8538173,17.2660549,64.7207388,49.6683791,6.3077974,59.6136112,22.5758829,-31.8374829,16.7014224,69.9194153,102.7061547,7.597064,101.6543778,23.7718012,-32.0643121,18.5272532,72.7733676,84.4711072,7.1545789
0,1.5682325,27.7250905,-23.4026024,16.3085745,50.3189957,109.0608853,9.5073729,18.9817247,27.3728659,-27.0194681,17.7402014,56.6152406,115.3751737,10.1298316,4.9239953,25.2556174,-16.5923713,13.5627175,49.0878143,87.18131,12.516419,39.1908127,26.715682,-29.8797805,15.5834234,51.1238341,132.2516194,9.4373297,12.3774462,26.1305735,-27.2380887,16.0844528,54.5908722,94.3742367,9.5588383,74.1996317,25.111887,-37.2666642,17.7360184,63.988957,107.9089535,9.7978917,42.3201988,25.9081382,-46.9230469,18.0204332,62.1499312,75.751102,8.2101493,82.4794431,24.2892455,-42.8240765,17.7154361,67.4163373,113.4375199,11.0173821,62.4380829,25.1709548,-42.787062,19.4770823,70.8586249,99.3498183,10.8861825
0,1.0678813,27.1724457,-25.3673606,15.9108613,51.0820939,119.158878,8.4358604,27.7438757,27.4270325,-27.4537271,17.5770096,56.205043,119.0238066,9.2526999,6.8587025,25.1115175,-15.6535003,12.4248676,46.2443149,94.3703352,10.5362121,21.7306452,26.9235922,-12.6635488,15.0151372,48.4837856,129.4539257,8.7661239,14.7462242,25.8820791,-25.1469025,15.7292282,54.2044586,106.4342264,8.558244,23.4362631,25.5042861,-25.5866284,17.2511063,60.6684533,116.1208442,9.6211039,14.5463267,26.6594647,-22.9907129,16.3702948,53.8018772,83.6421135,7.4548706,101.9783128,24.78503,-32.7444812,17.6670149,65.7621629,112.0865271,9.4488299,37.4049368,25.0892328,-40.8049142,19.3698801,70.7170261,104.5589846,8.9987671
1,16.7721988,30.5403519,-23.2304279,16.7404442,45.3429032,107.9971444,10.2678224,6.9166144,27.4227965,-13.4117128,12.665771,41.2386386,108.1620383,12.4725477,57.8216004,26.7123087,-29.3897167,18.7459334,62.9826684,91.5305672,8.0308214,8.584236,26.2183319,-33.1652816,17.0416994,57.435539,103.2225171,9.658416,36.8022355,28.1625441,-34.3054915,19.8758942,61.3601101,109.1240189,9.4721118,99.3939227,25.4147486,-46.8345555,20.0643539,72.8955514,104.846471,8.3478026,8.0876599,27.4379819,-37.8806777,19.9610082,64.2786071,79.7109021,10.6554407,19.1250127,27.7532329,-30.08526,18.6335482,57.8699365,124.189647,10.6894123,2.9820128,26.8289792,-12.4434261,15.474329,50.2789347,139.3024821,8.5120508
0,44.9847775,26.1457999,-32.5205391,18.2017344,62.6446256,106.6771312,8.3985966,27.3532439,27.7958598,-29.8227584,18.2883564,56.6298662,110.5238682,6.9315807,93.4664514,27.4201879,-31.402396,20.8693706,68.8357277,84.4807254,9.5444834,4.7568755,26.8519634,-41.7554453,20.0134793,66.5018196,79.429979,7.7442936,7.6673437,27.4287205,-22.4900544,16.9605206,53.1157882,115.4995253,9.7830082,12.7225163,27.794549,-23.8632802,18.1170158,55.9294993,146.4091279,9.6308518,1.2894164,27.445994,-9.9378917,14.1766598,44.3159405,115.5241456,8.5832969,2.9235645,28.6254253,-6.4228503,16.3013795,47.4665119,104.1477711,7.7399542,28.9069125,26.0895816,-16.2268039,16.9228872,57.6300199,102.9542985,9.2653328
1,10.5194944,24.6049145,-28.267798,14.1103689,52.4473454,111.7412839,5.6557425,21.8549389,25.1679057,-25.2296925,16.3992532,59.6866453,90.9094979,7.7529915,72.2328927,23.4093887,-35.9231355,15.9015727,63.166685,77.7294434,6.8168966,48.0054545,24.5941184,-41.7731563,18.075491,67.3047129,47.5414263,7.4011347,68.6640103,22.0907241,-35.3769418,16.375283,70.469911,102.0605984,7.0695276,176.4374467,23.1450047,-33.5332565,18.6693677,76.1695818,99.0951356,6.8394531,0.1586195,22.5691385,-31.6733094,13.6893388,57.8599213,87.7380964,7.2188845,22.5598826,24.5120627,-22.8092084,16.1735149,59.840812,53.0100078,7.2800562,24.4644294,20.4392886,-23.4561125,14.6359894,69.5098696,97.1254127,6.8493717
0,19.2250209,24.4578279,-31.8861455,14.3683767,53.874373,119.1689383,6.0622071,29.268952,25.0159445,-27.5358073,16.7869729,61.4715582,95.5364471,7.7347576,65.7503661,23.3752823,-35.6814712,16.1896994,64.3729517,83.8263533,6.6493099,39.8244636,24.7059673,-36.6685446,17.9628852,66.3991893,49.3874243,7.3688218,73.3261366,22.120436,-32.520554,16.5479555,71.1416688,93.2127919,7.1496352,135.7063147,23.1994969,-31.5725468,18.7483227,76.2866938,103.7685824,7.1220118,0.1587238,22.5110412,-28.0261179,13.9915035,59.1385966,87.9900558,7.2697289,29.0970816,24.3847841,-21.6271281,16.4106649,61.2339232,50.7818391,7.3098436,21.7217961,20.6431053,-20.8754027,14.9324738,69.9717645,96.644075,6.7656336
1,19.2250209,24.4578279,-31.8861455,14.3683767,53.874373,119.1689383,6.0622071,29.268952,25.0159445,-27.5358073,16.7869729,61.4715582,95.5364471,7.7347576,65.7503661,23.3752823,-35.6814712,16.1896994,64.3729517,83.8263533,6.6493099,39.8244636,24.7059673,-36.6685446,17.9628852,66.3991893,49.3874243,7.3688218,73.3261366,22.120436,-32.520554,16.5479555,71.1416688,93.2127919,7.1496352,135.7063147,23.1994969,-31.5725468,18.7483227,76.2866938,103.7685824,7.1220118,0.1587238,22.5110412,-28.0261179,13.9915035,59.1385966,87.9900558,7.2697289,29.0970816,24.3847841,-21.6271281,16.4106649,61.2339232,50.7818391,7.3098436,21.7217961,20.6431053,-20.8754027,14.9324738,69.9717645,96.644075,6.7656336
1,16.6297602,24.6063386,-29.965017,14.177125,52.7023403,119.2898171,5.8598459,27.1527487,25.127769,-26.4361529,16.6998391,60.7520362,93.70445,7.5388981,62.0110538,23.4738988,-34.8804193,16.1468852,63.8152848,83.1666427,6.5113873,43.3521794,24.8257997,-37.1800158,17.971186,65.9700912,49.1529629,7.2963067,70.369165,22.1215753,-32.7276299,16.4583152,70.7491235,97.0750097,7.0630786,134.0953948,23.2572443,-31.6418381,18.7214266,75.9085993,103.1310559,6.9322653,0.1436736,22.6274149,-28.2389848,13.945483,58.5443305,86.1952216,7.1436485,30.6732371,24.4686464,-21.5183049,16.3709026,60.7758977,50.4894967,7.1322988,21.3176319,20.746922,-21.4610677,14.9742788,69.7182954,95.9230916,6.6294898
1,21.1365573,24.7793528,-25.7273335,14.4656214,54.1568038,77.7010801,8.4756085,74.3886083,23.3458062,-33.4043261,15.8945471,63.4583615,95.9066715,7.2155785,47.2720632,23.9123863,-42.4516676,17.3464993,66.9593445,44.3628774,6.8105381,67.476805,22.529838,-36.2848705,16.6778954,69.9445485,104.0222127,7.9349881,168.9040484,23.6336664,-35.2126937,18.5870188,73.6454034,81.5836851,7.505317,2.6614125,22.0418891,-30.9454491,14.1241675,61.9814808,103.2929189,7.2745193,0.3931632,24.4892454,-23.6623185,16.0220196,59.3261423,30.962978,7.9322813,46.2227347,20.8720581,-24.6406486,14.2168285,65.8337021,79.2401944,7.8370488,11.8535936,21.718184,-20.5834415,14.7232986,64.9745796,85.362313,8.7860532
1,83.8729474,23.778755,-31.2006446,17.322525,67.7516495,99.6747208,7.1214358,41.0175061,23.3675725,-42.2582123,16.0275863,63.6172577,63.439159,7.1025421,74.4151573,23.1095314,-35.9732844,17.7472143,72.2430892,97.6917887,6.9532883,160.8955394,23.6945415,-35.0748859,18.4084505,72.6187428,73.6584399,7.2591843,4.2275413,22.2765053,-31.150247,15.2762984,65.571067,125.3058126,6.2736951,0.4117327,23.644482,-25.0213258,15.0964032,58.8564564,36.0433364,7.7166024,48.5339752,21.9504756,-24.1526486,14.5678732,63.1497227,61.1875461,8.3946128,3.4489989,21.7620867,-20.4320876,15.2979996,67.1630213,81.951066,7.5492694,6.9213874,18.8244934,-16.2394894,10.9060819,60.5928282,65.4493491,6.9533815
1,55.9017542,23.9458855,-31.6910939,17.1696523,66.3891813,95.8041932,6.5001192,40.2553862,23.7985865,-41.0540076,15.8412093,61.3085702,60.7847336,6.9301304,52.4654637,23.2006691,-34.5685231,17.5175349,70.8000425,95.3571367,7.1310024,151.2199771,23.8166362,-33.3218891,18.137251,71.0474016,104.6179252,6.8469325,2.0591988,22.548364,-30.0099021,14.9328739,63.0519339,117.4217489,5.7480163,1.2196737,23.8393469,-23.5431213,15.2764244,58.8729204,29.5724188,7.4481326,41.273608,22.1140905,-20.8848845,14.2154725,61.1221818,64.4924408,8.0706111,4.5519531,22.2456886,-17.4063705,15.6380713,66.585995,81.0290099,7.2218751,5.1008529,19.0683492,-13.6430878,10.8765409,59.5784841,61.3188877,6.7397122
1,84.4033691,25.4576206,-32.7079128,18.6938466,66.460861,113.8058671,10.457324,40.1531941,25.3015569,-49.5239636,16.7695785,59.491504,86.5479078,9.3442184,84.6735637,24.9650897,-41.6496499,18.6920303,68.8136574,108.0539264,10.5698753,62.2373205,25.1005311,-43.2270272,19.1727409,69.899323,91.9198259,10.2722704,2.4630501,23.4978188,-37.8049156,16.7087854,66.3974527,135.5715314,9.6117161,1.0500984,24.7059892,-25.5781049,16.1342695,58.9978917,65.9921289,8.9748433,13.0252532,24.3608515,-20.9393194,16.2791281,60.9548229,77.0215474,11.5177419,0.3224671,24.0426205,-16.3154546,16.5822363,63.5258105,69.0316813,10.5123354,2.7081288,21.0006978,-11.2633863,13.066995,61.2301796,86.2799163,9.5672976
0,45.376006,25.2824171,-26.3249082,18.5364736,66.5084732,117.563983,10.831719,18.7506562,25.1260442,-38.1568717,16.3632552,58.6436375,90.1325828,9.2194615,99.4101565,25.1646665,-30.0284652,18.5453425,67.6787091,104.6607808,10.3670371,73.0436426,24.7708598,-42.6658178,19.1841992,71.3079589,94.5975415,9.9420987,4.2762085,22.9027585,-37.3456264,16.9548303,69.7467693,139.5800974,9.8610287,0.6828593,24.2032874,-26.1218753,15.4748945,58.2722027,70.0198262,8.2899219,11.8279151,24.1499303,-18.7370088,15.9386414,60.5593586,72.7100751,11.2202961,0.1456946,23.5190528,-14.2095294,15.8128597,62.6731103,70.8574355,9.9785074,4.1417397,20.7047424,-10.0449659,12.8328153,61.3613124,86.8915682,9.3559556
1,76.1835925,23.5469745,-39.8179125,15.8901455,62.4396198,63.9319085,7.0074013,54.8717575,24.1058564,-35.7901482,18.3025633,70.5306393,90.7869334,7.4705814,163.232522,23.4650886,-33.7798214,17.6152843,70.2349405,105.1627583,6.8874016,2.2339916,23.1772324,-31.8510607,16.5566758,67.0712067,106.4785303,5.6005413,0.6028677,23.1212283,-24.1387123,13.9933949,56.6191981,47.4872049,7.4297234,43.2697109,22.850517,-20.6734743,14.7727576,60.5597576,68.0542627,7.88869,4.5824319,22.109896,-18.2272913,15.6294217,67.0802692,77.2147106,6.429758,5.2845092,19.324968,-14.4133018,10.9311062,58.8362201,64.5471727,8.0743603,0.0386667,20.5309162,-11.4537058,12.5057579,60.1210095,106.933896,7.0270092
1,71.725776,23.189691,-40.86853,16.0598395,64.4421093,65.5201888,7.3426162,74.415152,23.9106741,-36.8750552,18.4028482,71.821532,90.2749427,7.5270282,160.7777494,23.3803555,-35.5041763,17.8704601,71.5866259,75.0194589,7.2844888,4.3334013,22.8955999,-33.0223152,16.8069362,69.3040935,114.1704299,6.1338265,0.2166892,22.8970339,-26.3693798,13.9492461,57.2167088,50.8695902,7.7388121,48.7418196,22.7244591,-23.704703,15.0233273,62.0166098,66.4957721,8.1757986,3.4494221,21.6125409,-21.302077,15.4320992,68.288773,76.9738821,6.7886281,6.8536015,19.0607915,-17.3446061,10.8234727,59.3452733,67.0114867,8.3533174,0.0971091,20.2236896,-13.6488015,12.4687543,61.145881,146.4528982,7.1988201
